id,title,description,link,image_link,availability,price,brand,condition,gtin,mpn,item_group_id
7014,Leipzig Upholstered Bed Mink Leatherette 160×200,"The Leipzig is sized at 160×200 cm rather than the 180×200 cm standard used by most of this collection — worth checking against your room and existing bedding before ordering, since sheets and mattress toppers bought for the wider size won't fit. Mink-coloured leatherette covers the headboard and frame, with darkened polished stainless steel legs underneath. Pine multi-bed base included.",https://www.maisondecocon.com/en/products/leipzig-upholstered-bed-mink-leatherette-160x200?variant_sku=7014,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-main.jpg?v=1768675670,in_stock,1360.00 EUR,Ángel Cerdá S.L.,new,8435631004004,7014,leipzig-upholstered-bed-mink-leatherette-160x200
7159,Bochum Upholstered Bed Leatherette Hazelnut Brown 180×200,"Chocolate brown leatherette gives the Bochum a darker, richer starting point than the cream and mink leatherette options elsewhere in the range. The legs are wood veneered in natural walnut — the same leg treatment used on the Hannover — which softens the overall look compared with the steel-legged beds nearby. Pine multi-bed base, 180×200 cm mattress size.",https://www.maisondecocon.com/en/products/bochum-upholstered-bed-leatherette-hazelnut-brown-180x200?variant_sku=7159,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-hauptansicht.jpg?v=1784121656,in_stock,1910.00 EUR,Ángel Cerdá S.L.,new,8435631028857,7159,bochum-upholstered-bed-leatherette-hazelnut-brown-180x200
7145,Bonn Upholstered Bed Fabric Grey 180×200,"The Bonn goes darker than the light-grey fabric beds in the collection — a dark grey fabric headboard and frame that reads more dramatic against pale walls, with black stainless steel legs to match rather than contrast. Pine multi-bed base, built for a 180×200 cm mattress.",https://www.maisondecocon.com/en/products/bonn-upholstered-bed-fabric-grey-180x200?variant_sku=7145,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-hauptansicht.jpg?v=1784184472,in_stock,1910.00 EUR,Ángel Cerdá S.L.,new,8435631039525,7145,bonn-upholstered-bed-fabric-grey-180x200
7169,Mannheim Upholstered Bed Leatherette Grey 160×200,"The Mannheim mixes materials rather than using one throughout: a dark grey leatherette headboard, a walnut-veneered wood structure, and legs in black MDF — three different finishes working together instead of the single-material approach used on most beds in this collection. Pine slatted base. At 160×200 cm, it's sized for the narrower of the two mattress widths used across the range.",https://www.maisondecocon.com/en/products/mannheim-upholstered-bed-leatherette-grey-160x200?variant_sku=7169,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-hauptansicht.jpg?v=1784184543,in_stock,1710.00 EUR,Ángel Cerdá S.L.,new,8435631033011,7169,mannheim-upholstered-bed-leatherette-grey-160x200
7173,Hannover Upholstered Bed Fabric Grey 180×200,"The Hannover pairs a grey fabric headboard and frame with walnut-veneered wooden legs — the same leg finish as the Bochum, though here it's set against fabric rather than leatherette. A middle-ground option for anyone who wants the warmth of wood legs without committing to a leatherette headboard. Pine multi-bed base, 180×200 cm.",https://www.maisondecocon.com/en/products/hannover-upholstered-bed-fabric-grey-180x200?variant_sku=7173,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hannover-polsterbett-180x200-stoff-grau-hauptansicht.jpg?v=1784184571,in_stock,2190.00 EUR,Ángel Cerdá S.L.,new,8435631033523,7173,hannover-upholstered-bed-fabric-grey-180x200
7175,Kiel Upholstered Bed Wood Walnut Grey 180×200,"Modern design double bed with an original headboard and structure made of natural walnut veneer, and legs in black MDF wood, creating a warm and personal space. Thanks to its cushions sewn in grey fabric, it offers extra comfort. Includes a comfortable slatted base made of pine wood. Bed compatible with a 180 x 200 cm mattress.The fabric upholstery brings warmth and style to the sleeping area, and its elegant, modern design suits any bedroom. Made with high-quality materials and an internal structure of natural pine wood, its integrated shelves double as practical bedside tables.",https://www.maisondecocon.com/en/products/kiel-upholstered-bed-wood-walnut-grey-180x200?variant_sku=7175,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/kiel-polsterbett-180x200-stoff-und-holz-walnussgrau-hauptansicht.jpg?v=1784121903,in_stock,1870.00 EUR,Ángel Cerdá S.L.,new,8435631034131,7175,kiel-upholstered-bed-wood-walnut-grey-180x200
7148,Karlsruhe Upholstered Bed Leatherette Dark Green 180×200,"Dark green is the least common headboard colour in this collection — most of the range sticks to greys, browns and creams, so the Karlsruhe stands out if you want a bed frame with more colour presence. The structure is wood veneered in natural walnut, giving it a warmer base than the steel-legged beds nearby. Pine multi-bed base, sized for a 180×200 cm mattress.",https://www.maisondecocon.com/en/products/karlsruhe-upholstered-bed-leatherette-dark-green-180x200?variant_sku=7148,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/karlsruhe-polsterbett-180x200-kunstleder-dunkelgruen-hauptansicht.jpg?v=1784122038,in_stock,1940.00 EUR,Ángel Cerdá S.L.,new,8435631027539,7148,karlsruhe-upholstered-bed-leatherette-dark-green-180x200
7158,Wiesbaden Upholstered Bed Leatherette Brown 180×200,"Brown leatherette covers the Wiesbaden's headboard and frame — a mid-tone that sits between the paler cream leatherette and the darker chocolate brown options elsewhere in the range. Black epoxy-painted steel legs keep the base low-key rather than drawing attention. Pine multi-bed base, 180×200 cm.",https://www.maisondecocon.com/en/products/wiesbaden-upholstered-bed-leatherette-brown-180x200?variant_sku=7158,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/wiesbaden-polsterbett-180x200-kunstleder-braun-hauptansicht.jpg?v=1784121903,in_stock,1530.00 EUR,Ángel Cerdá S.L.,new,8435631028840,7158,wiesbaden-upholstered-bed-leatherette-brown-180x200
7177,Münster Upholstered Bed Fabric Grey 160×200,"The Münster shares its grey fabric, walnut-veneer structure and pine base with the Frankfurt — but the headboard itself is simpler: a plain button-tufted panel with no straps or bolsters, sitting at 74 cm tall. It's the quieter of the two if you'd rather the headboard not draw the eye. One of only four beds in the collection built around the narrower 160×200 cm mattress size rather than the more common 180×200 cm — check this against your current mattress and bedding before ordering.",https://www.maisondecocon.com/en/products/muenster-upholstered-bed-fabric-grey-160x200?variant_sku=7177,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/muenster-polsterbett-160x200-stoff-grau-hauptansicht.jpg?v=1784122132,in_stock,1420.00 EUR,Ángel Cerdá S.L.,new,8435631034599,7177,muenster-upholstered-bed-fabric-grey-160x200
7179,Frankfurt Upholstered Bed Fabric Warm Grey 160×200,"Like the Münster, the Frankfurt pairs grey fabric with a walnut-veneered wood structure on a pine base — but the headboard is the more decorative of the two: the same button-tufted panel, with two bolster cushions held on by leather straps for a more layered, styled look. It stands taller overall (110 cm vs. the Münster's 98 cm) to accommodate them. 160×200 cm mattress size, one of four in the collection built around this narrower width — worth confirming against your current bedding before ordering.",https://www.maisondecocon.com/en/products/frankfurt-upholstered-bed-fabric-warm-grey-160x200?variant_sku=7179,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/frankfurt-polsterbett-160x200-stoff-warmgrau-hauptansicht.jpg?v=1784121966,in_stock,1760.00 EUR,Ángel Cerdá S.L.,new,8435631034612,7179,frankfurt-upholstered-bed-fabric-warm-grey-160x200
7154,Stuttgart Upholstered Bed Leatherette Mink Grey 180×200,"The Stuttgart's headboard is built in two layers: a tall mink-coloured leatherette back panel, with two square cushions sewn in grey fabric sitting in front of it — more sculptural than the single-fabric headboards elsewhere in the range. Legs are dark chrome. Pine multi-bed base, 180×200 cm, 100 kg overall.",https://www.maisondecocon.com/en/products/stuttgart-upholstered-bed-leatherette-mink-grey-180x200?variant_sku=7154,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Stuttgart-180x200-Polsterbett-MaterialMix-LENO-color-mink-grau-main.jpg?v=1768659900,in_stock,1990.00 EUR,Ángel Cerdá S.L.,new,8435631028802,7154,stuttgart-upholstered-bed-leatherette-mink-grey-180x200
7178,Essen Wood Bed Walnut 160×200,"Modern design double bed with an original headboard and structure made of wood veneered in natural walnut, with which you will create a warm and personal space, without leaving aside the greatest comfort. It includes a comfortable multi-sleeper bed base made of pine wood.Thanks to its simple, linear design, you can create a relaxed and comfortable atmosphere for your rest. All our beds are made with the highest quality materials, and with an internal structure of natural pine wood.",https://www.maisondecocon.com/en/products/essen-wood-bed-walnut-160x200?variant_sku=7178,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/essen-holzbett-160x200-holz-walnuss-hauptansicht.jpg?v=1784121966,in_stock,920.00 EUR,Ángel Cerdá S.L.,new,8435631034605,7178,essen-wood-bed-walnut-160x200
7123,Bielefeld Upholstered Bed Leatherette Brown-Grey 180×200,"Like the Stuttgart, the Bielefeld uses the same two-layer headboard — a tall leatherette back panel with two grey fabric cushions in front — but in a warmer rust-brown leatherette rather than mink, on plain stainless steel legs rather than dark chrome. Pine multi-bed base, 180×200 cm, 87 kg overall — noticeably lighter than the Stuttgart despite the shared design.",https://www.maisondecocon.com/en/products/bielefeld-upholstered-bed-leatherette-brown-grey-180x200?variant_sku=7123,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Bielefeld-180x200-Polsterbett-MaterialMix-LENO-color-braun-grau-main.jpg?v=1768664371,in_stock,1670.00 EUR,Ángel Cerdá S.L.,new,8435631019688,7123,bielefeld-upholstered-bed-leatherette-brown-grey-180x200
7221,Dresden Upholstered Bed Fabric Dark Grey 180×200,"The Dresden upholstered bed pairs a dark grey fabric cover with clean, modern lines and black stainless-steel legs — a quietly confident centerpiece for contemporary bedrooms.",https://www.maisondecocon.com/en/products/dresden-upholstered-180x200?variant_sku=7221,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dresden-polsterbett-180x200-stoff-dunkelgrau-hauptansicht.jpg?v=1784203583,out_of_stock,1330.00 EUR,Ángel Cerdá S.L.,new,8435631040651,7221,dresden-upholstered-180x200
7222,Duisburg Upholstered Bed Fabric Light Grey 180×200,"The Duisburg upholstered bed combines a soft light grey fabric cover with walnut-toned wood details and black stainless-steel legs, striking a calm balance between warmth and precision.",https://www.maisondecocon.com/en/products/duisburg-upholstered-bed-fabric-light-grey-180x200?variant_sku=7222,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/duisburg-polsterbett-180x200-stoff-hellgrau-hauptansicht.jpg?v=1784203750,out_of_stock,1710.00 EUR,Ángel Cerdá S.L.,new,8435631044864,7222,duisburg-upholstered-bed-fabric-light-grey-180x200
7223,Wuppertal Upholstered Bed Velvet Brown Cream 180×200,"The Wuppertal upholstered bed layers a velvety brown headboard over a cream leatherette base, creating a richly textured statement piece for elegant, modern bedrooms.",https://www.maisondecocon.com/en/products/wuppertal-upholstered-bed-velvet-brown-cream-180x200?variant_sku=7223,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/wuppertal-polsterbett-180x200-samt-kunstleder-creme-braun-hauptansicht.jpg?v=1784203933,out_of_stock,1580.00 EUR,Ángel Cerdá S.L.,new,8435631044871,7223,wuppertal-upholstered-bed-velvet-brown-cream-180x200
7224,Braunschweig Upholstered Bed Fabric Beige Grey 160×200,"The Braunschweig upholstered bed brings together a beige and grey fabric cover, walnut veneer details, and gold-toned stainless-steel accents for a refined, considered silhouette.",https://www.maisondecocon.com/en/products/braunschweig-upholstered-bed-fabric-beige-grey-160x200?variant_sku=7224,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/braunschweig-polsterbett-160x200-stoff-beige-grau-hauptansicht.jpg?v=1784204088,out_of_stock,1320.00 EUR,Ángel Cerdá S.L.,new,8435631044932,7224,braunschweig-upholstered-bed-fabric-beige-grey-160x200
7236,Freiburg Upholstered Bed Leatherette Sand 180×200,"The Freiburg upholstered bed wraps a sand-toned leatherette headboard around warm walnut-coloured wood, offering a warm, understated presence in the bedroom.",https://www.maisondecocon.com/en/products/freiburg-upholstered-bed-leatherette-sand-180x200?variant_sku=7236,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/freiburg-polsterbett-180x200-kunstleder-sand-hauptansicht.jpg?v=1784204269,in_stock,2660.00 EUR,Ángel Cerdá S.L.,new,8435631047629,7236,freiburg-upholstered-bed-leatherette-sand-180x200
7198,Aachen Upholstered Bed Leatherette Cream 180×200,"The Aachen upholstered bed pairs a cream leatherette frame with warm walnut-coloured wood accents, striking a timeless, gallery-quiet tone.",https://www.maisondecocon.com/en/products/aachen-upholstered-bed-leatherette-cream-180x200?variant_sku=7198,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/aachen-polsterbett-180x200-kunstleder-creme-hauptansicht.jpg?v=1784204487,out_of_stock,1890.00 EUR,Ángel Cerdá S.L.,new,8435631045779,7198,aachen-upholstered-bed-leatherette-cream-180x200
7229,Thuringia Premium Hybrid Natural Latex Mattress 160×200,"Designed for balanced sleeping comfort, the Thuringia Hybrid Mattress (160×200 cm) seamlessly combines natural latex with independent pocket springs to offer the perfect blend of adaptive support and pressure relief.",https://www.maisondecocon.com/en/products/thuringia-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7229,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/thuringia-matratze-160x200-grau-hauptansicht.jpg?v=1784204704,in_stock,720.00 EUR,Ángel Cerdá S.L.,new,8435631045083,7229,thuringia-premium-hybrid-natural-latex-mattress-160x200
7231,Hesse Premium Hybrid Natural Latex Mattress 160×200,"Engineered for targeted pressure relief, the Hesse Hybrid Mattress (160×200 cm) seamlessly combines natural latex with an independent 7-zone pocket spring system to offer tailored support and exceptional sleeping comfort.",https://www.maisondecocon.com/en/products/hesse-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7231,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hesse-matratze-160x200-weiss-hauptansicht.jpg?v=1784204855,in_stock,950.00 EUR,Ángel Cerdá S.L.,new,8435631045106,7231,hesse-premium-hybrid-natural-latex-mattress-160x200
7233,Saxony Premium Hybrid Natural Latex Mattress 160×200,"Crafted for exceptional sleeping comfort, the Saxony Hybrid Mattress (160x200 cm) masterfully combines natural latex with responsive mini springs and an independent 7-zone pocket spring system to deliver unmatched, multi-layered support.",https://www.maisondecocon.com/en/products/saxony-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7233,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/saxony-matratze-160x200-weiss-hauptansicht.jpg?v=1784205003,in_stock,1230.00 EUR,Ángel Cerdá S.L.,new,8435631045120,7233,saxony-premium-hybrid-natural-latex-mattress-160x200
7235,Brandenburg Premium Hybrid Natural Latex Mattress 160×200,"Designed to deliver a refreshing sleep experience, the Brandenburg Hybrid Mattress (160x200 cm) combines natural latex with a Cooltex mini pocket spring system in a signature blue-and-white finish, offering advanced cooling properties and perfectly balanced comfort.",https://www.maisondecocon.com/en/products/brandenburg-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7235,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/brandenburg-matratze-160x200-blau-weiss-hauptansicht.jpg?v=1784205138,out_of_stock,2280.00 EUR,Ángel Cerdá S.L.,new,8435631045144,7235,brandenburg-premium-hybrid-natural-latex-mattress-160x200
7244,Westphalia Premium Hybrid Natural Latex Mattress 160×200,"Designed to deliver a refreshing sleep experience, the Westphalia Hybrid Mattress (160x200 cm) combines natural latex with a Cooltex mini pocket spring system in an elegant beige finish, offering advanced cooling properties and perfectly balanced comfort.",https://www.maisondecocon.com/en/products/westphalia-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7244,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/westphalia-matratze-160x200-beige-hauptansicht.jpg?v=1784205330,in_stock,2280.00 EUR,Ángel Cerdá S.L.,new,8435631053132,7244,westphalia-premium-hybrid-natural-latex-mattress-160x200
7228,Thuringia Premium Hybrid Natural Latex Mattress 180×200,"Designed for balanced sleeping comfort, the Thuringia Hybrid Mattress (180×200 cm) seamlessly combines natural latex with independent pocket springs to offer the perfect blend of adaptive support and pressure relief.",https://www.maisondecocon.com/en/products/thuringia-premium-hybrid-natural-latex-mattress-180x200?variant_sku=7228,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/thuringia-matratze-160x200-grau-hauptansicht.jpg?v=1784204704,out_of_stock,760.00 EUR,Ángel Cerdá S.L.,new,8435631045076,7228,thuringia-premium-hybrid-natural-latex-mattress-180x200
7230,Hesse Premium Hybrid Natural Latex Mattress 180×200,"Engineered for targeted pressure relief, the Hesse Hybrid Mattress (180×200 cm) seamlessly combines natural latex with an independent 7-zone pocket spring system to offer tailored support and exceptional sleeping comfort.",https://www.maisondecocon.com/en/products/hesse-premium-hybrid-natural-latex-mattress-180x200?variant_sku=7230,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hesse-matratze-160x200-weiss-hauptansicht.jpg?v=1784204855,out_of_stock,1000.00 EUR,Ángel Cerdá S.L.,new,8435631045090,7230,hesse-premium-hybrid-natural-latex-mattress-180x200
7232,Saxony Premium Hybrid Natural Latex Mattress 180×200,"Crafted for exceptional sleeping comfort, the Saxony Hybrid Mattress(180x200 cm) masterfully combines natural latex with responsive mini springs and an independent 7-zone pocket spring system to deliver unmatched, multi-layered support.",https://www.maisondecocon.com/en/products/saxony-premium-hybrid-natural-latex-mattress-180x200?variant_sku=7232,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/saxony-matratze-160x200-weiss-hauptansicht.jpg?v=1784205003,out_of_stock,1320.00 EUR,Ángel Cerdá S.L.,new,8435631045113,7232,saxony-premium-hybrid-natural-latex-mattress-180x200
7234,Brandenburg Premium Hybrid Natural Latex Mattress 180×200,"Designed to deliver a refreshing sleep experience, the Brandenburg Hybrid Mattress (180x200 cm) combines natural latex with a Cooltex mini pocket spring system in a signature blue-and-white finish, offering advanced cooling properties and perfectly balanced comfort.",https://www.maisondecocon.com/en/products/brandenburg-premium-hybrid-natural-latex-mattress-180x200?variant_sku=7234,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/brandenburg-matratze-160x200-blau-weiss-hauptansicht.jpg?v=1784205138,out_of_stock,2340.00 EUR,Ángel Cerdá S.L.,new,8435631045137,7234,brandenburg-premium-hybrid-natural-latex-mattress-180x200
7243,Westphalia Premium Hybrid Natural Latex Mattress 180×200,"Designed to deliver a refreshing sleep experience, the Westphalia Hybrid Mattress (180x200 cm) combines natural latex with a Cooltex mini pocket spring system in an elegant beige finish, offering advanced cooling properties and perfectly balanced comfort.",https://www.maisondecocon.com/en/products/westphalia-premium-hybrid-natural-latex-mattress-180x200?variant_sku=7243,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/westphalia-matratze-160x200-beige-hauptansicht.jpg?v=1784205330,out_of_stock,2340.00 EUR,Ángel Cerdá S.L.,new,8435631053125,7243,westphalia-premium-hybrid-natural-latex-mattress-180x200
M12002207VS,Tencel™ Twill Duvet Cover - White,"Sink into bedding that breathes with you. Our Tencel™ Twill Duvet Cover in White brings a soft, matte elegance to the bedroom - quiet luxury without the shine.",https://www.maisondecocon.com/en/products/tencel-twill-duvet-cover-white?variant_sku=M12002207VS,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Tencel_Twill_Duvet_Cover_in_White_styled_on_a_bed_with_a_neutral_headboard_and_sheer_curtains.png?v=1785835255,in_stock,189.95 EUR,Coco & Cici,new,8721184401811,M12002207VS,tencel-twill-duvet-cover-white
M12602207VS,Tencel™ Twill Duvet Cover - White,"Sink into bedding that breathes with you. Our Tencel™ Twill Duvet Cover in White brings a soft, matte elegance to the bedroom - quiet luxury without the shine.",https://www.maisondecocon.com/en/products/tencel-twill-duvet-cover-white?variant_sku=M12602207VS,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Tencel_Twill_Duvet_Cover_in_White_styled_on_a_bed_with_a_neutral_headboard_and_sheer_curtains.png?v=1785835255,in_stock,239.95 EUR,Coco & Cici,new,8721184401835,M12602207VS,tencel-twill-duvet-cover-white
M12002007VS,Tencel™ Twill Duvet Cover - White,"Sink into bedding that breathes with you. Our Tencel™ Twill Duvet Cover in White brings a soft, matte elegance to the bedroom - quiet luxury without the shine.",https://www.maisondecocon.com/en/products/tencel-twill-duvet-cover-white?variant_sku=M12002007VS,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Tencel_Twill_Duvet_Cover_in_White_styled_on_a_bed_with_a_neutral_headboard_and_sheer_curtains.png?v=1785835255,out_of_stock,179.95 EUR,Coco & Cici,new,8721184401804,M12002007VS,tencel-twill-duvet-cover-white
M12402207VS,Tencel™ Twill Duvet Cover - White,"Sink into bedding that breathes with you. Our Tencel™ Twill Duvet Cover in White brings a soft, matte elegance to the bedroom - quiet luxury without the shine.",https://www.maisondecocon.com/en/products/tencel-twill-duvet-cover-white?variant_sku=M12402207VS,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Tencel_Twill_Duvet_Cover_in_White_styled_on_a_bed_with_a_neutral_headboard_and_sheer_curtains.png?v=1785835255,out_of_stock,219.95 EUR,Coco & Cici,new,8721184401828,M12402207VS,tencel-twill-duvet-cover-white
